raw_offset,label_80_mirror,label_c0_mirror,opcode,mnemonic,operand,goal3_range,raw_bank_hi,candidate_strength,bytes,context_bytes
0x165893,96:5893,D6:5893,0xDE,"DEC abs,X",$201F,wram_201e_2030,0x16,low_or_data_possible,DE 1F 20,19 19 00 70 00 F1 00 11 DE 1F 20 B5 FF 00 EF 20 66 10 F7
0x1670CA,96:70CA,D6:70CA,0x0C,TSB abs,$2020,wram_201e_2030,0x16,low_or_data_possible,0C 20 20,17 FC 10 10 60 60 00 00 0C 20 20 EA 2E 00 F5 35 2B 88 1A
0x167CEB,96:7CEB,D6:7CEB,0x39,"AND abs,Y",$2020,wram_201e_2030,0x16,low_or_data_possible,39 20 20,9E 9E FD FD 7E 7E 3F 38 39 20 20 00 90 FC F6 00 99 66 06
0x167D29,96:7D29,D6:7D29,0x2C,BIT abs,$3004,wram_3004_303c,0x16,low_or_data_possible,2C 04 30,6D 80 33 50 2C FF 47 18 2C 04 30 00 37 14 55 2C 12 4C 03
0x16893A,96:893A,D6:893A,0xCE,DEC abs,$3031,wram_3004_303c,0x16,low_or_data_possible,CE 31 30,00 B2 C1 52 A1 F6 05 5F CE 31 30 BB 04 85 7F C5 8C AD 0C
0x16D281,96:D281,D6:D281,0xFE,"INC abs,X",$3010,wram_3004_303c,0x16,low_or_data_possible,FE 10 30,42 61 81 D9 01 FD 2D FF FE 10 30 FC 1D 5F 3E BF 7E 7F 3A
0x16D4BE,96:D4BE,D6:D4BE,0x2E,ROL abs,$3036,wram_3004_303c,0x16,low_or_data_possible,2E 36 30,B0 B6 58 FB 6C 60 2C 20 2E 36 30 FD 16 10 07 00 03 80 C0
0x16DAB9,96:DAB9,D6:DAB9,0xBE,"LDX abs,Y",$303A,wram_3004_303c,0x16,low_or_data_possible,BE 3A 30,70 06 40 1F 8A 3A 2A 1A BE 3A 30 30 09 00 20 FD 96 00 9F
0x16EB02,96:EB02,D6:EB02,0xEE,INC abs,$201F,wram_201e_2030,0x16,low_or_data_possible,EE 1F 20,02 11 57 50 28 54 83 E0 EE 1F 20 9F 2E 03 4D BB 07 26 01
0x17089F,97:089F,D7:089F,0x0C,TSB abs,$302F,wram_3004_303c,0x17,low_or_data_possible,0C 2F 30,F8 FC F0 BF 00 01 01 0B 0C 2F 30 FF 03 7C 06 F9 04 FC 00
0x17214A,97:214A,D7:214A,0xFE,"INC abs,X",$3020,wram_3004_303c,0x17,low_or_data_possible,FE 20 30,01 30 CF 87 00 87 ED F2 FE 20 30 BE 23 A7 01 0C 00 D1 A4
0x172E9D,97:2E9D,D7:2E9D,0x0C,TSB abs,$300C,wram_3004_303c,0x17,low_or_data_possible,0C 0C 30,84 09 7B EE 11 FF 03 03 0C 0C 30 30 20 20 A1 40 B7 80 BB
0x172E9E,97:2E9E,D7:2E9E,0x0C,TSB abs,$3030,wram_3004_303c,0x17,low_or_data_possible,0C 30 30,09 7B EE 11 FF 03 03 0C 0C 30 30 20 20 A1 40 B7 80 BB 18
0x1732FB,97:32FB,D7:32FB,0xFD,"SBC abs,X",$3022,wram_3004_303c,0x17,low_or_data_possible,FD 22 30,7D 7E FF 18 EF FF 1C FB FD 22 30 B3 7D 7D DB 39 BB 47 DD
0x1733FF,97:33FF,D7:33FF,0x1E,"ASL abs,X",$3031,wram_3004_303c,0x17,low_or_data_possible,1E 31 30,40 40 7E 7E FF 06 FF 1C 1E 31 30 05 F8 06 06 1C 1C 41 00
0x173482,97:3482,D7:3482,0x3C,"BIT abs,X",$302B,wram_3004_303c,0x17,low_or_data_possible,3C 2B 30,3C 00 2F 42 3E 9D 66 00 3C 2B 30 2F 0B 08 5E 3E 4E F1 02
0x173D48,97:3D48,D7:3D48,0x9E,"STZ abs,X",$3028,wram_3004_303c,0x17,low_or_data_possible,9E 28 30,EB C9 75 1C 9E 11 40 00 9E 28 30 99 FF 06 85 3A 4B 34 97
0x174245,97:4245,D7:4245,0xFE,"INC abs,X",$2020,wram_201e_2030,0x17,low_or_data_possible,FE 20 20,C6 D7 5F 20 40 24 40 11 FE 20 20 D0 D0 BA BA FF 40 3E 6B
0x175B54,97:5B54,D7:5B54,0xD9,"CMP abs,Y",$3032,wram_3004_303c,0x17,low_or_data_possible,D9 32 30,C2 FF F9 2C FF F9 FF F3 D9 32 30 0C 1F 41 41 5E E9 46 9F
0x178774,97:8774,D7:8774,0x1C,TRB abs,$3018,wram_3004_303c,0x17,low_or_data_possible,1C 18 30,30 00 60 7E BD 0F 17 0C 1C 18 30 60 7F 00 B2 50 5F DE FD
0x178FAB,97:8FAB,D7:8FAB,0x19,"ORA abs,Y",$201F,wram_201e_2030,0x17,low_or_data_possible,19 1F 20,00 47 00 45 00 06 F6 06 19 1F 20 53 03 3F 40 57 FF 70 00
0x17923D,97:923D,D7:923D,0x0E,ASL abs,$3026,wram_3004_303c,0x17,low_or_data_possible,0E 26 30,6B F5 06 FE 1C 1F 9C 03 0E 26 30 7F 68 30 E0 FF 80 7F 70
0x17ABBC,97:ABBC,D7:ABBC,0x3C,"BIT abs,X",$2030,wram_201e_2030,0x17,low_or_data_possible,3C 30 20,FE C3 00 00 08 16 D4 00 3C 30 20 57 00 01 3F 0C 73 F5 10
0x17B28A,97:B28A,D7:B28A,0x3E,"ROL abs,X",$3033,wram_3004_303c,0x17,low_or_data_possible,3E 33 30,EF 00 CF 00 E7 3A A9 60 3E 33 30 44 18 4A 10 3B F7 EB 04
0x18072C,98:072C,D8:072C,0xFE,"INC abs,X",$3009,wram_3004_303c,0x18,low_or_data_possible,FE 09 30,BD BF 80 C0 20 40 C8 89 FE 09 30 00 FF 80 00 00 F2 4B B7
0x181126,98:1126,D8:1126,0x0E,ASL abs,$2030,wram_201e_2030,0x18,low_or_data_possible,0E 30 20,00 CF F8 F0 D8 D0 18 10 0E 30 20 3F 0A 20 E0 08 C0 C8 00
0x18188E,98:188E,D8:188E,0xCE,DEC abs,$3030,wram_3004_303c,0x18,low_or_data_possible,CE 30 30,FD E3 0F FE F1 CE 36 FE CE 30 30 AF 42 37 B1 B3 00 1C 14
0x181D30,98:1D30,D8:1D30,0x79,"ADC abs,Y",$201F,wram_201e_2030,0x18,low_or_data_possible,79 1F 20,E1 9F 60 80 7F 40 8F BF 79 1F 20 EE E1 00 7F 1F E7 7F 00
0x182945,98:2945,D8:2945,0xCD,CMP abs,$300E,wram_3004_303c,0x18,low_or_data_possible,CD 0E 30,1E BF 20 0E 90 DF F6 08 CD 0E 30 7E 80 1E FF A0 21 C6 A9
0x182D65,98:2D65,D8:2D65,0xFE,"INC abs,X",$3018,wram_3004_303c,0x18,low_or_data_possible,FE 18 30,00 00 F0 21 11 11 00 BB FE 18 30 04 5E 00 ED FF EC C5 DC
0x183215,98:3215,D8:3215,0xED,SBC abs,$3021,wram_3004_303c,0x18,low_or_data_possible,ED 21 30,7C 54 03 63 CC 5F E0 5B ED 21 30 03 44 69 A6 7E 80 F0 00
0x18348D,98:348D,D8:348D,0xAD,LDA abs,$201F,wram_201e_2030,0x18,low_or_data_possible,AD 1F 20,48 3B 68 18 2A 07 0F 3F AD 1F 20 30 04 07 DF 70 0C 2D 50
0x1848D8,98:48D8,D8:48D8,0xDD,"CMP abs,X",$300E,wram_3004_303c,0x18,low_or_data_possible,DD 0E 30,00 BF 7F 7F FF 07 00 20 DD 0E 30 7F 0E 03 41 EB A6 12 82
0x184936,98:4936,D8:4936,0x0D,ORA abs,$2030,wram_201e_2030,0x18,low_or_data_possible,0D 30 20,38 2F 30 6E 13 01 07 0F 0D 30 20 20 4D 22 FF FE 01 FB 07
0x184A4B,98:4A4B,D8:4A4B,0xFE,"INC abs,X",$2024,wram_201e_2030,0x18,low_or_data_possible,FE 24 20,20 F7 21 FB 00 22 26 26 FE 24 20 20 21 21 2F 30 07 EF 37
0x1852E0,98:52E0,D8:52E0,0xAD,LDA abs,$202D,wram_201e_2030,0x18,low_or_data_possible,AD 2D 20,F0 9F 6F F7 71 C8 93 01 AD 2D 20 77 64 FD FC 03 58 01 F3
0x1854F9,98:54F9,D8:54F9,0x3E,"ROL abs,X",$2030,wram_201e_2030,0x18,low_or_data_possible,3E 30 20,21 61 F9 AF 00 DF 00 77 3E 30 20 70 E5 B0 D8 59 7F E9 01
0x185676,98:5676,D8:5676,0x99,"STA abs,Y",$300F,wram_3004_303c,0x18,low_or_data_possible,99 0F 30,8E 11 E0 8E 4D 12 0D 2F 99 0F 30 01 A4 FF 0A FF 1A FF FF
0x185E1C,98:5E1C,D8:5E1C,0x5D,"EOR abs,X",$302E,wram_3004_303c,0x18,low_or_data_possible,5D 2E 30,04 00 7C 7D 55 02 7A 01 5D 2E 30 F4 FC 01 3A 3D 3E 1F 0F
0x18613E,98:613E,D8:613E,0xAE,LDX abs,$3032,wram_3004_303c,0x18,low_or_data_possible,AE 32 30,A1 3D FF 00 4E 20 EC BA AE 32 30 98 5F 8D 9E F5 00 D0 D1
0x186369,98:6369,D8:6369,0x2D,AND abs,$3031,wram_3004_303c,0x18,low_or_data_possible,2D 31 30,7D 45 F3 F1 35 00 2E AF 2D 31 30 23 AF F4 FF 78 AB A5 00
0x1891F6,98:91F6,D8:91F6,0x0C,TSB abs,$2030,wram_201e_2030,0x18,low_or_data_possible,0C 30 20,E7 07 03 C3 30 20 10 00 0C 30 20 82 C0 E0 08 C0 FF 00 FF
0x1898EB,98:98EB,D8:98EB,0xFE,"INC abs,X",$2030,wram_201e_2030,0x18,low_or_data_possible,FE 30 20,FC F8 EA FF 00 FA F4 68 FE 30 20 E0 80 80 00 00 FF FE FE
0x18B4D8,98:B4D8,D8:B4D8,0x79,"ADC abs,Y",$2022,wram_201e_2030,0x18,low_or_data_possible,79 22 20,10 24 EE 20 1D D7 87 41 79 22 20 F1 0E AF F0 85 0F 2D 05
0x18B6BB,98:B6BB,D8:B6BB,0x8D,STA abs,$2020,wram_201e_2030,0x18,low_or_data_possible,8D 20 20,1F 27 02 B5 E0 E8 0D F2 8D 20 20 33 20 93 0D 65 83 56 F1
0x18B94D,98:B94D,D8:B94D,0xAE,LDX abs,$2029,wram_201e_2030,0x18,low_or_data_possible,AE 29 20,D0 F9 0F 90 0F 78 0F 4D AE 29 20 D8 60 88 89 FD 02 0C 00
0x18C3BE,98:C3BE,D8:C3BE,0x1E,"ASL abs,X",$202B,wram_201e_2030,0x18,low_or_data_possible,1E 2B 20,07 12 EE 08 0F 1B 29 01 1E 2B 20 01 9D 1F 30 FF 41 52 5A
0x18C3C2,98:C3C2,D8:C3C2,0x9D,"STA abs,X",$301F,wram_3004_303c,0x18,low_or_data_possible,9D 1F 30,0F 1B 29 01 1E 2B 20 01 9D 1F 30 FF 41 52 5A 56 F0 A8 A0
0x18C3EE,98:C3EE,D8:C3EE,0x1C,TRB abs,$201F,wram_201e_2030,0x18,low_or_data_possible,1C 1F 20,28 0F 29 0F 16 06 1F 9F 1C 1F 20 A3 1F 1D 3F 38 3F EF 39
0x18CACE,98:CACE,D8:CACE,0x1C,TRB abs,$302E,wram_3004_303c,0x18,low_or_data_possible,1C 2E 30,00 5F 00 D6 2F 1D 2F DF 1C 2E 30 31 AF 1C 6E 1D BF 9F 8C
0x18D459,98:D459,D8:D459,0x0C,TSB abs,$2022,wram_201e_2030,0x18,low_or_data_possible,0C 22 20,E0 35 09 3F 51 10 35 0C 0C 22 20 5E 4E DF AA 8A 4F 64 0F
0x18DEC6,98:DEC6,D8:DEC6,0xDD,"CMP abs,X",$201F,wram_201e_2030,0x18,low_or_data_possible,DD 1F 20,08 54 01 7E 23 5C 13 6C DD 1F 20 DF 0F 30 A3 FF 01 80 95
0x1900D6,99:00D6,D9:00D6,0x2D,AND abs,$2021,wram_201e_2030,0x19,low_or_data_possible,2D 21 20,52 F2 32 F3 4C 4C C4 C4 2D 21 20 EC E0 A2 6C E4 A0 C7 00
0x1901C4,99:01C4,D9:01C4,0xAC,LDY abs,$3020,wram_3004_303c,0x19,low_or_data_possible,AC 20 30,78 37 00 3E CD 3F 30 20 AC 20 30 B0 C2 0C 47 00 CD C7 08
0x190452,99:0452,D9:0452,0xAC,LDY abs,$3020,wram_3004_303c,0x19,low_or_data_possible,AC 20 30,9D 20 49 FE 8C 00 2C 20 AC 20 30 5E 00 9F 40 AD 81 00 01
0x190E20,99:0E20,D9:0E20,0x2D,AND abs,$3030,wram_3004_303c,0x19,low_or_data_possible,2D 30 30,DD 4E 4E 87 87 DC F8 F8 2D 30 30 48 73 10 71 F2 02 02 05
0x190E88,99:0E88,D9:0E88,0xEE,INC abs,$2020,wram_201e_2030,0x19,low_or_data_possible,EE 20 20,EB 09 00 F6 11 11 10 18 EE 20 20 EE 02 FF 98 98 64 FC 2C
0x190FC4,99:0FC4,D9:0FC4,0x3C,"BIT abs,X",$3023,wram_3004_303c,0x19,low_or_data_possible,3C 23 30,AB 9F 05 08 BF 08 E8 00 3C 23 30 2F 78 FF 77 FF FF B0 F0
0x191396,99:1396,D9:1396,0x1E,"ASL abs,X",$301E,wram_3004_303c,0x19,low_or_data_possible,1E 1E 30,EE 00 70 20 57 5E 11 FF 1E 1E 30 6F 1E 02 7A 00 71 42 78
0x1916D3,99:16D3,D9:16D3,0x1C,TRB abs,$301C,wram_3004_303c,0x19,low_or_data_possible,1C 1C 30,8C B0 01 7F 80 01 0F 0F 1C 1C 30 34 FF 21 21 6B 6A 7E 7D
0x1918B5,99:18B5,D9:18B5,0x19,"ORA abs,Y",$3019,wram_3004_303c,0x19,low_or_data_possible,19 19 30,82 DF 18 E4 F2 12 0F 0F 19 19 30 FF 36 2A 2B 6E 6D 7E 77
0x19196B,99:196B,D9:196B,0x1C,TRB abs,$301D,wram_3004_303c,0x19,low_or_data_possible,1C 1D 30,4F E7 50 3C 1C 8C 00 71 1C 1D 30 FF 31 22 2E 43 41 54 57
0x191B8B,99:1B8B,D9:1B8B,0xED,SBC abs,$3030,wram_3004_303c,0x19,low_or_data_possible,ED 30 30,DA FE AA F7 7C 5C 00 40 ED 30 30 78 BF 78 2F 00 BC BC 5C
0x191D82,99:1D82,D9:1D82,0x1C,TRB abs,$301C,wram_3004_303c,0x19,low_or_data_possible,1C 1C 30,08 6B 26 27 20 00 78 71 1C 1C 30 34 ED 80 F6 1E 04 FF 1F
0x1922A1,99:22A1,D9:22A1,0x1C,TRB abs,$302F,wram_3004_303c,0x19,low_or_data_possible,1C 2F 30,13 13 3D 2E FF 3B 2C 1B 1C 2F 30 5F 60 F7 7F 40 5F 7F EC
0x192802,99:2802,D9:2802,0x79,"ADC abs,Y",$2020,wram_201e_2030,0x19,low_or_data_possible,79 20 20,10 1D 9D 00 FF 3E 3A 70 79 20 20 48 5F 7F F3 00 40 62 41
0x1928A7,99:28A7,D9:28A7,0xFE,"INC abs,X",$3016,wram_3004_303c,0x19,low_or_data_possible,FE 16 30,38 1F 00 00 01 06 06 16 FE 16 30 31 70 76 18 18 ED 6F 31
0x192F06,99:2F06,D9:2F06,0xF9,"SBC abs,Y",$3030,wram_3004_303c,0x19,low_or_data_possible,F9 30 30,F8 5B 70 70 80 00 C0 00 F9 30 30 D0 10 A0 45 01 6A 02 CF
0x19386C,99:386C,D9:386C,0x0C,TSB abs,$3036,wram_3004_303c,0x19,low_or_data_possible,0C 36 30,04 06 7D 03 BF 05 91 0E 0C 36 30 55 49 C7 3E 3E 8D 02 7F
0x193DBA,99:3DBA,D9:3DBA,0x1C,TRB abs,$3020,wram_3004_303c,0x19,low_or_data_possible,1C 20 30,20 EB 20 01 01 7F 13 10 1C 20 30 3F 32 5F FA 7F 45 75 60
0x1958A6,99:58A6,D9:58A6,0x1E,"ASL abs,X",$201E,wram_201e_2030,0x19,low_or_data_possible,1E 1E 20,9B 7C 6C 3F 37 3F 2F FD 1E 1E 20 0A 11 14 FC 01 65 FF 07
0x195963,99:5963,D9:5963,0x0C,TSB abs,$202C,wram_201e_2030,0x19,low_or_data_possible,0C 2C 20,64 F4 04 14 0C 4C 0C FB 0C 2C 20 6C 60 80 11 15 3A FF 3A
0x195A61,99:5A61,D9:5A61,0xFE,"INC abs,X",$2020,wram_201e_2030,0x19,low_or_data_possible,FE 20 20,14 3D 24 24 55 21 10 10 FE 20 20 F0 E0 F8 F8 18 6B FF 15
0x196D43,99:6D43,D9:6D43,0xFE,"INC abs,X",$3010,wram_3004_303c,0x19,low_or_data_possible,FE 10 30,0C 0C 00 14 80 80 60 60 FE 10 30 58 18 14 14 0C B8 11 DF
0x196E0A,99:6E0A,D9:6E0A,0x3D,"AND abs,X",$2026,wram_201e_2030,0x19,low_or_data_possible,3D 26 20,05 00 0D 0D 4B 89 02 FF 3D 26 20 3F 29 36 19 1D FF 31 37
0x196EF1,99:6EF1,D9:6EF1,0x3C,"BIT abs,X",$2021,wram_201e_2030,0x19,low_or_data_possible,3C 21 20,38 3F 40 7F 8F 00 20 FE 3C 21 20 17 10 0D 0C 71 5E C1 01
0x1972CD,99:72CD,D9:72CD,0xFD,"SBC abs,X",$2026,wram_201e_2030,0x19,low_or_data_possible,FD 26 20,60 0F 37 A5 CC 10 02 02 FD 26 20 21 FE 3E 1B 15 0E 0F 0D
0x197611,99:7611,D9:7611,0x0C,TSB abs,$3030,wram_3004_303c,0x19,low_or_data_possible,0C 30 30,7F 50 3F 3F A0 14 FF 00 0C 30 30 00 67 00 47 FE 00 2F 06
0x197717,99:7717,D9:7717,0x0D,ORA abs,$3011,wram_3004_303c,0x19,low_or_data_possible,0D 11 30,C1 30 30 F1 C0 0F 01 C0 0D 11 30 11 F3 0F 0E 0B 0E 1B 96
0x197777,99:7777,D9:7777,0xEE,INC abs,$3007,wram_3004_303c,0x19,low_or_data_possible,EE 07 30,0D 00 10 60 10 15 00 20 EE 07 30 07 20 0F 06 06 63 31 7D
0x1980C2,99:80C2,D9:80C2,0x1E,"ASL abs,X",$3009,wram_3004_303c,0x19,low_or_data_possible,1E 09 30,B0 97 90 BF AF D0 D7 1F 1E 09 30 0F 25 60 68 5F FA 5F 1F
0x198676,99:8676,D9:8676,0x7D,"ADC abs,X",$202D,wram_201e_2030,0x19,low_or_data_possible,7D 2D 20,00 B9 C8 28 24 D4 3B 07 7D 2D 20 30 10 18 08 4B 00 24 F8
0x198677,99:8677,D9:8677,0x2D,AND abs,$3020,wram_3004_303c,0x19,low_or_data_possible,2D 20 30,B9 C8 28 24 D4 3B 07 7D 2D 20 30 10 18 08 4B 00 24 F8 F4
0x198B3A,99:8B3A,D9:8B3A,0x4D,EOR abs,$2027,wram_201e_2030,0x19,low_or_data_possible,4D 27 20,0F 00 4C 38 38 60 60 7F 4D 27 20 1F 00 37 00 2B C4 08 3B
0x198F69,99:8F69,D9:8F69,0xFD,"SBC abs,X",$3030,wram_3004_303c,0x19,low_or_data_possible,FD 30 30,55 D9 FF C3 2F 2F 20 20 FD 30 30 7F 7B D0 D0 17 23 39 07
0x1999CF,99:99CF,D9:99CF,0x0E,ASL abs,$2020,wram_201e_2030,0x19,low_or_data_possible,0E 20 20,03 03 07 05 01 FF 05 05 0E 20 20 8B FB 01 F5 0D 17 1D 11
0x199EC6,99:9EC6,D9:9EC6,0xED,SBC abs,$3004,wram_3004_303c,0x19,low_or_data_possible,ED 04 30,03 85 55 34 10 33 33 20 ED 04 30 01 56 C7 02 AA 45 44 01
0x19AE1D,99:AE1D,D9:AE1D,0x0D,ORA abs,$201F,wram_201e_2030,0x19,low_or_data_possible,0D 1F 20,3D 16 16 07 00 0F 0D 1B 0D 1F 20 0D 18 18 27 20 06 06 03
0x19BB74,99:BB74,D9:BB74,0x0D,ORA abs,$202A,wram_201e_2030,0x19,low_or_data_possible,0D 2A 20,0F 0E 0F 09 B6 0D F8 08 0D 2A 20 03 03 B1 6F 03 00 06 04
0x19C18C,99:C18C,D9:C18C,0x6D,ADC abs,$2020,wram_201e_2030,0x19,low_or_data_possible,6D 20 20,E0 04 97 C0 E2 69 00 10 6D 20 20 70 BF 70 6D 00 05 05 0F
0x19C462,99:C462,D9:C462,0x5E,"LSR abs,X",$2021,wram_201e_2030,0x19,low_or_data_possible,5E 21 20,11 11 3D 1B 16 3F D9 21 5E 21 20 FE 01 05 18 08 05 00 19
0x19C51A,99:C51A,D9:C51A,0xFE,"INC abs,X",$3030,wram_3004_303c,0x19,low_or_data_possible,FE 30 30,39 FF DF BF EF AF E7 E7 FE 30 30 E0 E0 18 99 18 21 FF C6
0x19C806,99:C806,D9:C806,0xBE,"LDX abs,Y",$3030,wram_3004_303c,0x19,low_or_data_possible,BE 30 30,00 EB 12 00 78 0A 01 70 BE 30 30 3D D7 00 D7 60 E0 B0 F0
0x19C9C7,99:C9C7,D9:C9C7,0x79,"ADC abs,Y",$3018,wram_3004_303c,0x19,low_or_data_possible,79 18 30,26 F3 4F 0E 5D 3E 92 04 79 18 30 18 79 40 4F 4F 00 03 01
0x19D6BE,99:D6BE,D9:D6BE,0x5D,"EOR abs,X",$2020,wram_201e_2030,0x19,low_or_data_possible,5D 20 20,A0 50 E7 D0 C0 C0 E3 00 5D 20 20 40 FF C0 08 88 00 40 90
0x19E2D8,99:E2D8,D9:E2D8,0x2D,AND abs,$2020,wram_201e_2030,0x19,low_or_data_possible,2D 20 20,2F 00 4D 4B 5F 11 FC 45 2D 20 20 ED 20 20 FF 70 70 A8 A8
0x19E2DB,99:E2DB,D9:E2DB,0xED,SBC abs,$2020,wram_201e_2030,0x19,low_or_data_possible,ED 20 20,4B 5F 11 FC 45 2D 20 20 ED 20 20 FF 70 70 A8 A8 FB FB AD
0x19E91C,99:E91C,D9:E91C,0xEE,INC abs,$2020,wram_201e_2030,0x19,low_or_data_possible,EE 20 20,3F 7F 3B CC 3F 19 9C 1B EE 20 20 50 0E AF 00 CD 20 53 D3
0x19F105,99:F105,D9:F105,0x1C,TRB abs,$302F,wram_3004_303c,0x19,low_or_data_possible,1C 2F 30,FB F8 97 F3 0E FE 90 FF 1C 2F 30 B1 20 C0 0E C8 FF 1F 1B
0x1A0069,9A:0069,DA:0069,0x39,"AND abs,Y",$3010,wram_3004_303c,0x1A,low_or_data_possible,39 10 30,20 EE 38 00 87 3A 67 00 39 10 30 D9 C7 78 49 98 C6 ED 00
0x1A15B3,9A:15B3,DA:15B3,0x3C,"BIT abs,X",$300E,wram_3004_303c,0x1A,low_or_data_possible,3C 0E 30,49 21 EA 3A 37 10 FE 2A 3C 0E 30 11 41 48 02 60 04 C4 C4
0x1A19F3,9A:19F3,DA:19F3,0x0C,TSB abs,$302F,wram_3004_303c,0x1A,low_or_data_possible,0C 2F 30,B2 DE 96 FF 7F EF 00 0B 0C 2F 30 7F 40 3F FB 40 7F 80 FE
0x1A1B91,9A:1B91,DA:1B91,0x9C,STZ abs,$202F,wram_201e_2030,0x1A,low_or_data_possible,9C 2F 20,A7 23 8A FF 29 01 9F 3F 9C 2F 20 CC DC E2 D2 E3 ED AB FC
0x1A1C3E,9A:1C3E,DA:1C3E,0xDE,"DEC abs,X",$3030,wram_3004_303c,0x1A,low_or_data_possible,DE 30 30,2C 37 FF 52 5F 61 6F DE DE 30 30 7F 33 EB 75 BF 45 3C E3
0x1A2044,9A:2044,DA:2044,0x0D,ORA abs,$3004,wram_3004_303c,0x1A,low_or_data_possible,0D 04 30,11 40 EF F4 00 26 EF CE 0D 04 30 EF 11 00 01 EF E3 08 08
0x1A51D9,9A:51D9,DA:51D9,0x2C,BIT abs,$2023,wram_201e_2030,0x1A,low_or_data_possible,2C 23 20,00 00 00 60 20 20 20 30 2C 23 20 20 20 20 00 00 00 00 00
0x1A914B,9A:914B,DA:914B,0x7D,"ADC abs,X",$3010,wram_3004_303c,0x1A,low_or_data_possible,7D 10 30,EE EE EE E0 00 10 10 10 7D 10 30 39 59 12 14 10 10 10 00
0x1AAE99,9A:AE99,DA:AE99,0x3C,"BIT abs,X",$2020,wram_201e_2030,0x1A,low_or_data_possible,3C 20 20,77 77 70 00 7C 04 04 04 3C 20 20 7C 44 04 04 04 18 00 02
0x1AB1A8,9A:B1A8,DA:B1A8,0x0C,TSB abs,$301F,wram_3004_303c,0x1A,low_or_data_possible,0C 1F 30,CC C0 00 04 3F 04 05 7F 0C 1F 30 50 1F 10 10 1F 00 04 C8
0x1AF9E9,9A:F9E9,DA:F9E9,0x7E,"ROR abs,X",$3015,wram_3004_303c,0x1A,low_or_data_possible,7E 15 30,FF FE C8 00 00 09 71 12 7E 15 30 39 5B 11 16 10 11 16 00
0x1AFAFD,9A:FAFD,DA:FAFD,0x7D,"ADC abs,X",$3016,wram_3004_303c,0x1A,low_or_data_possible,7D 16 30,CB 7E C8 00 00 10 10 10 7D 16 30 38 59 16 10 10 11 16 00
0x1B08E9,9B:08E9,DB:08E9,0xDD,"CMP abs,X",$2028,wram_201e_2030,0x1B,low_or_data_possible,DD 28 20,CD 07 0B 21 90 11 FB 86 DD 28 20 F0 0A DD 28 DF D4 86 E8
0x1B0D81,9B:0D81,DB:0D81,0x8E,STX abs,$2028,wram_201e_2030,0x1B,low_or_data_possible,8E 28 20,C4 04 5F 3A 12 F8 32 F4 8E 28 20 D0 10 F4 8E 08 20 D4 8E
0x1B10C9,9B:10C9,DB:10C9,0x7D,"ADC abs,X",$2028,wram_201e_2030,0x1B,low_or_data_possible,7D 28 20,F6 86 00 5D 28 C0 F0 6A 7D 28 20 D0 65 3F 5F 19 F8 32 F4
0x1B112D,9B:112D,DB:112D,0x0E,ASL abs,$300E,wram_3004_303c,0x1B,low_or_data_possible,0E 0E 30,F4 3B 8D 00 4F 00 F5 ED 0E 0E 30 01 2F 06 F6 ED 0E 0E 74
0x1B1797,9B:1797,DB:1797,0xBE,"LDX abs,Y",$2028,wram_201e_2030,0x1B,low_or_data_possible,BE 28 20,F5 D4 03 28 F0 F0 20 F4 BE 28 20 F0 13 F5 A7 03 9F 28 0F
0x1B17B7,9B:17B7,DB:17B7,0xBE,"LDX abs,Y",$2028,wram_201e_2030,0x1B,low_or_data_possible,BE 28 20,F5 ED 0E 0E 91 03 6F F4 BE 28 20 F0 43 F5 7F 03 3F 28 0E
0x1B180F,9B:180F,DB:180F,0xBE,"LDX abs,Y",$2028,wram_201e_2030,0x1B,low_or_data_possible,BE 28 20,C4 04 F5 C8 03 F0 2C F4 BE 28 20 F0 08 E8 00 D5 CC 03 D5
0x1B1C4E,9B:1C4E,DB:1C4E,0xBE,"LDX abs,Y",$3024,wram_3004_303c,0x1B,low_or_data_possible,BE 24 30,F2 46 53 ED F1 0F CA 8A BE 24 30 01 35 51 DB DE 8A 0F EC
0x1B1D0D,9B:1D0D,DB:1D0D,0xAD,LDA abs,$3024,wram_3004_303c,0x1B,low_or_data_possible,AD 24 30,AB F3 53 EC C1 7A 66 1E AD 24 30 A9 F4 63 8A FD E1 43 1E
0x1B1D18,9B:1D18,DB:1D18,0xCD,CMP abs,$2023,wram_201e_2030,0x1B,low_or_data_possible,CD 23 20,A9 F4 63 8A FD E1 43 1E CD 23 20 DC 8A E2 44 FD C0 45 1E
0x1B1D55,9B:1D55,DB:1D55,0xDE,"DEC abs,X",$3013,wram_3004_303c,0x1B,low_or_data_possible,DE 13 30,DC E2 32 FC D0 9A 44 2E DE 13 30 DB E1 43 9A FD D0 25 30
0x1B1D73,9B:1D73,DB:1D73,0xCE,DEC abs,$3014,wram_3004_303c,0x1B,low_or_data_possible,CE 14 30,DB E2 9A 41 EC D0 35 3F CE 14 30 9A DB D1 32 0D D0 35 4F
0x1B2294,9B:2294,DB:2294,0xED,SBC abs,$3036,wram_3004_303c,0x1B,low_or_data_possible,ED 36 30,15 51 DC B8 E0 13 0D 01 ED 36 30 DD A8 E0 FE D3 31 3E F2
