raw_offset,label_80_mirror,label_c0_mirror,opcode,mnemonic,operand,goal3_range,raw_bank_hi,candidate_strength,bytes,context_bytes
0x1E1984,9E:1984,DE:1984,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,00 02 2D 2C 20 01 00 02 3D 3C 30 01 00 02 5D 5C 50 01 00
0x1E1996,9E:1996,DE:1996,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,00 02 7D 7C 70 01 00 02 3D 3C 30 01 00 02 DC E8 D3 3D 3C
0x1E199F,9E:199F,DE:199F,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,3C 30 01 00 02 DC E8 D3 3D 3C 30 01 00 02 5D 5C 50 01 00
0x1E1A0F,9E:1A0F,DE:1A0F,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,65 05 BD BC B0 01 00 02 3D 3C 30 01 00 02 5D 5C 50 01 00
0x1E1A35,9E:1A35,DE:1A35,0x2D,AND abs,$202C,wram_201e_2030,0x1E,low_or_data_possible,2D 2C 20,05 55 05 A5 05 C5 05 D3 2D 2C 20 01 00 02 D4 AD AC A0 01
0x1E1A4F,9E:1A4F,DE:1A4F,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,02 AD AC A0 01 00 02 D3 3D 3C 30 01 00 02 D4 7D 7C 70 01
0x1E1A5D,9E:1A5D,DE:1A5D,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,D4 7D 7C 70 01 00 02 D3 3D 3C 30 01 00 02 2D 2C 20 01 00
0x1E1A63,9E:1A63,DE:1A63,0x2D,AND abs,$202C,wram_201e_2030,0x1E,low_or_data_possible,2D 2C 20,02 D3 3D 3C 30 01 00 02 2D 2C 20 01 00 02 1B 15 05 15 05
0x1E3542,9E:3542,DE:3542,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,D4 CD CC C0 02 00 01 D3 3D 3C 30 02 00 01 3D 3C 30 02 00
0x1E3548,9E:3548,DE:3548,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,01 D3 3D 3C 30 02 00 01 3D 3C 30 02 00 01 2D 2C 20 02 00
0x1E354E,9E:354E,DE:354E,0x2D,AND abs,$202C,wram_201e_2030,0x1E,low_or_data_possible,2D 2C 20,00 01 3D 3C 30 02 00 01 2D 2C 20 02 00 01 3D 3C 30 02 00
0x1E3554,9E:3554,DE:3554,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,00 01 2D 2C 20 02 00 01 3D 3C 30 02 00 01 5D 5C 50 02 00
0x1E36C2,9E:36C2,DE:36C2,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,D4 CD CC C0 02 00 01 D3 3D 3C 30 02 00 01 3D 3C 30 02 00
0x1E36C8,9E:36C8,DE:36C8,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,01 D3 3D 3C 30 02 00 01 3D 3C 30 02 00 01 2D 2C 20 02 00
0x1E36CE,9E:36CE,DE:36CE,0x2D,AND abs,$202C,wram_201e_2030,0x1E,low_or_data_possible,2D 2C 20,00 01 3D 3C 30 02 00 01 2D 2C 20 02 00 01 3D 3C 30 02 00
0x1E36D4,9E:36D4,DE:36D4,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,00 01 2D 2C 20 02 00 01 3D 3C 30 02 00 01 5D 5C 50 02 00
0x1E3819,9E:3819,DE:3819,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,B3 D3 1D 1C 10 02 00 01 3D 3C 30 02 00 01 13 D4 A5 05 84
0x1E46DB,9E:46DB,DE:46DB,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,05 65 05 B5 05 D3 15 05 3D 3C 30 02 00 01 D4 BD BC B0 02
0x1E46EF,9E:46EF,DE:46EF,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,01 D3 1D 1C 10 02 00 01 3D 3C 30 02 00 01 1D 1C 10 02 00
0x1E470F,9E:470F,DE:470F,0x2D,AND abs,$202C,wram_201e_2030,0x1E,low_or_data_possible,2D 2C 20,35 05 5D 5C 50 02 00 01 2D 2C 20 02 00 01 83 74 54 7B 75
0x1E8A21,9E:8A21,DE:8A21,0xDD,"CMP abs,X",$3006,wram_3004_303c,0x1E,low_or_data_possible,DD 06 30,06 50 01 DC 06 DE D9 13 DD 06 30 01 DC 06 DE D9 09 DD 10
0x1E8BC8,9E:8BC8,DE:8BC8,0xDD,"CMP abs,X",$3012,wram_3004_303c,0x1E,low_or_data_possible,DD 12 30,06 10 01 DC 06 DE D9 13 DD 12 30 01 DC 06 DE D9 10 DD 06
0x1F1005,9F:1005,DF:1005,0x0D,ORA abs,$3031,wram_3004_303c,0x1F,low_or_data_possible,0D 31 30,10 20 D5 01 10 D5 00 D8 0D 31 30 D5 00 E2 01 D7 05 E1 E2
0x1F1023,9F:1023,DF:1023,0x0D,ORA abs,$3031,wram_3004_303c,0x1F,low_or_data_possible,0D 31 30,D5 01 10 D5 00 D7 F0 D8 0D 31 30 D5 00 D7 F1 D9 01 E1 D0
0x1F1C9F,9F:1C9F,DF:1C9F,0xDE,"DEC abs,X",$3028,wram_3004_303c,0x1F,low_or_data_possible,DE 28 30,EB 2C DE 28 DE 28 DE 28 DE 28 30 2D 63 2D 8F 2D 4B 2E 63
0x1F3C2E,9F:3C2E,DF:3C2E,0xD9,"CMP abs,Y",$3028,wram_3004_303c,0x1F,low_or_data_possible,D9 28 30,A5 D3 D1 31 15 D1 5A D4 D9 28 30 01 D9 2D 40 01 D9 32 80
0x1F9ECA,9F:9ECA,DF:9ECA,0x9C,STZ abs,$201F,wram_201e_2030,0x1F,low_or_data_possible,9C 1F 20,31 01 7C 61 CC 40 2F 42 9C 1F 20 31 FF 42 53 FF 64 00 75
0x1FA0C3,9F:A0C3,DF:A0C3,0xF9,"SBC abs,Y",$3037,wram_3004_303c,0x1F,low_or_data_possible,F9 37 30,43 42 84 73 5F 40 3F 38 F9 37 30 2F 29 28 73 92 4B 60 F1
0x1FA1D8,9F:A1D8,DF:A1D8,0xDD,"CMP abs,X",$2020,wram_201e_2030,0x1F,low_or_data_possible,DD 20 20,88 FF 99 AA FF BB CC FF DD 20 20 20 00 00 80 7F EF FF 00
0x1FA1F3,9F:A1F3,DF:A1F3,0x9E,"STZ abs,X",$2020,wram_201e_2030,0x1F,low_or_data_possible,9E 20 20,13 66 77 F4 7E 10 8F FC 9E 20 20 FC 01 02 03 04 05 06 AF
0x1FAF28,9F:AF28,DF:AF28,0x1E,"ASL abs,X",$201F,wram_201e_2030,0x1F,low_or_data_possible,1E 1F 20,19 16 1A 1B 1C 1D FF 00 1E 1F 20 21 22 23 24 FF 25 26 27
0x1FB3F2,9F:B3F2,DF:B3F2,0xDD,"CMP abs,X",$201F,wram_201e_2030,0x1F,low_or_data_possible,DD 1F 20,1F 21 11 28 11 FC E7 E8 DD 1F 20 17 28 12 21 FF 27 25 26
0x1FB741,9F:B741,DF:B741,0x2E,ROL abs,$302F,wram_3004_303c,0x1F,low_or_data_possible,2E 2F 30,60 60 6D C0 07 2D C5 EF 2E 2F 30 BC 31 6E 6F 70 7F C0 10
0x1FB844,9F:B844,DF:B844,0xF9,"SBC abs,Y",$3007,wram_3004_303c,0x1F,low_or_data_possible,F9 07 30,EF 1F F7 00 62 F4 01 F4 F9 07 30 3F 1F 08 9F 32 EF 20 16
0x1FB97D,9F:B97D,DF:B97D,0x1E,"ASL abs,X",$201F,wram_201e_2030,0x1F,low_or_data_possible,1E 1F 20,1F 21 11 7E 28 11 1D 05 1E 1F 20 17 28 7F 12 21 27 25 26
0x1FC645,9F:C645,DF:C645,0x3E,"ROL abs,X",$2027,wram_201e_2030,0x1F,low_or_data_possible,3E 27 20,26 75 49 2E 37 F5 00 4B 3E 27 20 3C B4 6C 3E 20 4F 75 12
0x1FCACE,9F:CACE,DF:CACE,0x3D,"AND abs,X",$3031,wram_3004_303c,0x1F,low_or_data_possible,3D 31 30,2E 00 45 DF 43 40 F3 3F 3D 31 30 2D F7 2C 21 20 17 FE 03
0x1FCAD3,9F:CAD3,DF:CAD3,0x2C,BIT abs,$2021,wram_201e_2030,0x1F,low_or_data_possible,2C 21 20,40 F3 3F 3D 31 30 2D F7 2C 21 20 17 FE 03 15 13 12 7D F1
0x1FCB92,9F:CB92,DF:CB92,0xCE,DEC abs,$202A,wram_201e_2030,0x1F,low_or_data_possible,CE 2A 20,FF EB FC F1 C5 21 60 C6 CE 2A 20 00 2C 00 1E 1A 00 03 00
0x1FFEBC,9F:FEBC,DF:FEBC,0x3E,"ROL abs,X",$2022,wram_201e_2030,0x1F,low_or_data_possible,3E 22 20,E8 C4 FF E4 29 86 89 12 3E 22 20 03 06 D6 00 5A 34 00 2A
