offset,snes,bpp,chunk_size,visual_score,font_score,face_score,map_score,nonblank_ratio,avg_nonzero,avg_entropy,avg_unique,duplicate_ratio
0x0FE000,9F:E000,2,0x1000,60.94,6.84,100.00,43.57,1.000,0.670,1.904,3.996,0.000
0x0FE000,9F:E000,4,0x1000,17.19,0.00,72.77,12.90,1.000,0.876,3.678,15.312,0.000
0x0FF000,9F:F000,2,0x1000,63.67,4.88,99.61,45.53,1.000,0.663,1.912,4.000,0.000
0x0FF000,9F:F000,4,0x1000,14.84,0.00,70.08,11.14,1.000,0.871,3.690,15.375,0.000
0x100000,A0:8000,2,0x1000,62.89,8.30,100.00,46.32,1.000,0.652,1.908,4.000,0.020
0x100000,A0:8000,4,0x1000,22.66,0.00,82.66,17.42,1.000,0.863,3.689,15.328,0.016
0x101000,A0:9000,2,0x1000,56.25,4.88,100.00,40.22,1.000,0.674,1.925,4.000,0.000
0x101000,A0:9000,4,0x1000,14.06,0.00,73.67,10.56,1.000,0.880,3.712,15.422,0.000
0x102000,A0:A000,2,0x1000,70.31,11.23,100.00,50.27,1.000,0.651,1.889,3.992,0.000
0x102000,A0:A000,4,0x1000,29.69,0.00,75.47,22.29,1.000,0.863,3.649,15.102,0.000
0x103000,A0:B000,2,0x1000,66.41,10.74,99.61,48.05,1.000,0.658,1.889,3.992,0.008
0x103000,A0:B000,4,0x1000,24.22,0.00,71.88,18.18,1.000,0.869,3.654,15.117,0.000
0x104000,A0:C000,2,0x1000,61.33,11.23,99.61,44.38,1.000,0.676,1.910,4.000,0.008
0x104000,A0:C000,4,0x1000,17.19,0.00,59.30,12.90,1.000,0.890,3.693,15.375,0.000
0x105000,A0:D000,2,0x1000,62.50,14.65,98.44,45.76,0.992,0.652,1.868,3.969,0.016
0x105000,A0:D000,4,0x1000,23.44,0.78,69.18,17.81,1.000,0.865,3.608,14.961,0.008
0x106000,A0:E000,2,0x1000,67.97,9.77,100.00,48.60,1.000,0.653,1.894,4.000,0.000
0x106000,A0:E000,4,0x1000,25.00,0.00,76.37,18.77,1.000,0.873,3.655,15.148,0.000
0x107000,A0:F000,2,0x1000,71.48,15.62,100.00,51.11,1.000,0.642,1.881,3.992,0.000
0x107000,A0:F000,4,0x1000,30.47,0.00,81.76,22.87,1.000,0.856,3.636,15.133,0.000
0x108000,A1:8000,2,0x1000,67.19,10.74,100.00,48.04,1.000,0.654,1.898,4.000,0.000
0x108000,A1:8000,4,0x1000,28.12,0.00,78.16,21.11,1.000,0.859,3.659,15.148,0.000
0x109000,A1:9000,2,0x1000,69.92,7.81,100.00,49.99,1.000,0.657,1.895,3.992,0.000
0x109000,A1:9000,4,0x1000,25.00,0.00,79.06,18.77,1.000,0.871,3.657,15.070,0.000
0x10A000,A1:A000,2,0x1000,69.14,14.16,99.22,49.44,1.000,0.649,1.881,3.992,0.000
0x10A000,A1:A000,4,0x1000,26.56,0.00,77.27,19.94,1.000,0.865,3.637,15.086,0.000
0x10B000,A1:B000,2,0x1000,66.80,14.16,100.00,47.76,1.000,0.660,1.895,4.000,0.000
0x10B000,A1:B000,4,0x1000,25.00,0.00,68.28,18.77,1.000,0.872,3.661,15.203,0.000
0x10C000,A1:C000,2,0x1000,69.92,11.72,99.61,49.99,1.000,0.644,1.867,3.992,0.000
0x10C000,A1:C000,4,0x1000,32.03,0.00,84.45,24.05,1.000,0.856,3.591,14.789,0.000
0x10D000,A1:D000,2,0x1000,75.39,17.58,99.22,53.90,1.000,0.652,1.857,3.988,0.000
0x10D000,A1:D000,4,0x1000,32.81,0.00,70.08,24.63,1.000,0.857,3.582,15.031,0.000
0x10E000,A1:E000,2,0x1000,67.19,14.65,100.00,48.04,1.000,0.660,1.882,3.969,0.000
0x10E000,A1:E000,4,0x1000,23.44,0.00,67.38,17.60,1.000,0.865,3.638,15.016,0.000
0x10F000,A1:F000,2,0x1000,67.58,15.62,100.00,48.32,1.000,0.642,1.881,4.000,0.000
0x10F000,A1:F000,4,0x1000,29.69,0.00,81.76,22.29,1.000,0.857,3.623,15.086,0.000
0x110000,A2:8000,2,0x1000,76.56,11.23,100.00,55.40,1.000,0.637,1.886,3.992,0.008
0x110000,A2:8000,4,0x1000,27.34,0.00,90.74,20.53,1.000,0.853,3.633,15.062,0.000
0x111000,A2:9000,2,0x1000,75.78,32.23,99.61,54.18,0.996,0.609,1.802,3.918,0.000
0x111000,A2:9000,4,0x1000,49.22,0.78,88.05,36.95,1.000,0.811,3.457,14.289,0.000
0x112000,A2:A000,2,0x1000,76.17,21.97,99.61,54.46,1.000,0.636,1.842,3.969,0.000
0x112000,A2:A000,4,0x1000,28.91,0.00,78.16,21.70,1.000,0.845,3.555,14.742,0.000
0x113000,A2:B000,2,0x1000,66.02,14.16,100.00,47.20,1.000,0.650,1.884,3.988,0.000
0x113000,A2:B000,4,0x1000,28.91,0.00,78.16,21.70,1.000,0.859,3.629,15.039,0.000
0x114000,A2:C000,2,0x1000,83.59,21.48,100.00,59.77,1.000,0.610,1.859,3.996,0.000
0x114000,A2:C000,4,0x1000,39.84,0.00,97.03,29.91,1.000,0.832,3.589,15.031,0.000
0x115000,A2:D000,2,0x1000,76.95,28.81,100.00,55.02,1.000,0.608,1.824,3.957,0.000
0x115000,A2:D000,4,0x1000,39.84,0.00,88.05,29.91,1.000,0.825,3.509,14.555,0.000
0x116000,A2:E000,2,0x1000,67.58,14.16,99.61,48.32,1.000,0.657,1.878,3.969,0.000
0x116000,A2:E000,4,0x1000,20.31,0.00,67.38,15.25,1.000,0.876,3.639,14.953,0.000
0x117000,A2:F000,2,0x1000,71.88,19.04,100.00,51.39,1.000,0.648,1.836,3.938,0.000
0x117000,A2:F000,4,0x1000,30.47,0.00,68.28,22.87,1.000,0.863,3.542,14.477,0.000
0x118000,A3:8000,2,0x1000,66.02,15.62,100.00,47.20,1.000,0.662,1.882,3.980,0.000
0x118000,A3:8000,4,0x1000,21.88,0.00,68.28,16.42,1.000,0.869,3.635,15.008,0.000
0x119000,A3:9000,2,0x1000,66.80,17.09,99.61,48.33,0.996,0.641,1.859,3.953,0.008
0x119000,A3:9000,4,0x1000,22.66,0.00,69.18,17.01,1.000,0.849,3.591,14.906,0.000
0x11A000,A3:A000,2,0x1000,70.70,10.25,100.00,54.81,1.000,0.653,1.896,3.988,0.055
0x11A000,A3:A000,4,0x1000,26.56,0.00,78.16,20.42,1.000,0.864,3.661,15.227,0.016
0x11B000,A3:B000,2,0x1000,83.20,21.00,100.00,59.49,1.000,0.618,1.853,3.969,0.000
0x11B000,A3:B000,4,0x1000,38.28,0.00,95.23,28.74,1.000,0.833,3.565,14.727,0.000
0x11C000,A3:C000,2,0x1000,74.22,19.04,100.00,53.07,1.000,0.632,1.853,3.965,0.000
0x11C000,A3:C000,4,0x1000,29.69,0.00,80.86,22.29,1.000,0.844,3.583,14.836,0.000
0x11D000,A3:D000,2,0x1000,62.89,18.07,99.61,44.97,1.000,0.653,1.875,3.988,0.000
0x11D000,A3:D000,4,0x1000,27.34,0.00,69.18,20.53,1.000,0.866,3.629,15.031,0.000
0x11E000,A3:E000,2,0x1000,56.25,10.25,100.00,40.22,1.000,0.672,1.903,3.996,0.000
0x11E000,A3:E000,4,0x1000,17.97,0.00,65.59,13.49,1.000,0.876,3.685,15.320,0.000
0x11F000,A3:F000,2,0x1000,62.50,11.72,100.00,44.69,1.000,0.667,1.893,3.988,0.000
0x11F000,A3:F000,4,0x1000,14.84,0.00,70.98,11.14,1.000,0.868,3.659,15.180,0.000
0x120000,A4:8000,2,0x1000,78.52,12.21,99.22,56.14,1.000,0.637,1.880,3.988,0.000
0x120000,A4:8000,4,0x1000,28.91,0.00,90.74,21.70,1.000,0.852,3.626,15.008,0.000
0x121000,A4:9000,2,0x1000,77.73,32.23,99.61,55.58,1.000,0.603,1.815,3.965,0.000
0x121000,A4:9000,4,0x1000,45.31,0.00,86.25,34.02,1.000,0.824,3.510,14.617,0.000
0x122000,A4:A000,2,0x1000,73.83,24.41,99.61,52.79,1.000,0.615,1.817,3.977,0.000
0x122000,A4:A000,4,0x1000,39.84,0.00,79.06,29.91,1.000,0.829,3.498,14.500,0.000
0x123000,A4:B000,2,0x1000,70.70,20.02,100.00,50.55,1.000,0.636,1.874,3.988,0.000
0x123000,A4:B000,4,0x1000,25.78,0.00,80.86,19.36,1.000,0.846,3.614,15.148,0.000
0x124000,A4:C000,2,0x1000,81.25,32.23,100.00,58.09,1.000,0.599,1.833,3.988,0.000
0x124000,A4:C000,4,0x1000,49.22,0.00,95.23,36.95,1.000,0.823,3.531,14.711,0.000
0x125000,A4:D000,2,0x1000,73.83,26.86,100.00,52.79,1.000,0.634,1.838,3.984,0.000
0x125000,A4:D000,4,0x1000,37.50,0.00,78.16,28.15,1.000,0.840,3.534,14.641,0.000
0x126000,A4:E000,2,0x1000,51.17,10.25,99.22,36.59,1.000,0.689,1.892,3.977,0.000
0x126000,A4:E000,4,0x1000,16.41,0.00,44.92,12.32,1.000,0.888,3.657,15.125,0.000
0x127000,A4:F000,2,0x1000,42.19,4.88,99.61,30.16,1.000,0.706,1.927,3.992,0.000
0x127000,A4:F000,4,0x1000,9.38,0.00,45.82,7.04,1.000,0.904,3.733,15.438,0.000
0x128000,A5:8000,2,0x1000,49.61,14.65,99.61,35.47,1.000,0.694,1.890,3.996,0.000
0x128000,A5:8000,4,0x1000,15.62,0.00,39.53,11.73,1.000,0.895,3.647,14.945,0.000
0x129000,A5:9000,2,0x1000,66.41,24.90,99.61,47.48,1.000,0.662,1.818,3.938,0.000
0x129000,A5:9000,4,0x1000,31.25,0.00,53.91,23.46,1.000,0.862,3.506,14.289,0.000
0x12A000,A5:A000,2,0x1000,80.08,17.09,100.00,57.94,1.000,0.619,1.877,3.984,0.008
0x12A000,A5:A000,4,0x1000,27.34,0.00,100.62,20.53,1.000,0.839,3.637,15.336,0.000
0x12B000,A5:B000,2,0x1000,69.92,23.44,100.00,49.99,1.000,0.624,1.831,3.969,0.000
0x12B000,A5:B000,4,0x1000,29.69,0.00,72.77,22.29,1.000,0.834,3.538,14.633,0.000
0x12C000,A5:C000,2,0x1000,73.44,22.95,99.61,52.51,1.000,0.645,1.861,3.992,0.000
0x12C000,A5:C000,4,0x1000,29.69,0.00,77.27,22.29,1.000,0.859,3.600,15.039,0.000
0x12D000,A5:D000,2,0x1000,65.62,21.97,95.70,49.18,0.965,0.665,1.757,3.879,0.031
0x12D000,A5:D000,4,0x1000,31.25,0.00,55.70,24.31,0.969,0.855,3.366,13.906,0.023
0x12E000,A5:E000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x12E000,A5:E000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x12F000,A5:F000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x12F000,A5:F000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x130000,A6:8000,2,0x1000,73.05,9.77,100.00,52.23,1.000,0.650,1.902,4.000,0.000
0x130000,A6:8000,4,0x1000,21.88,0.00,78.16,16.42,1.000,0.865,3.688,15.367,0.000
0x131000,A6:9000,2,0x1000,67.97,4.88,100.00,48.60,1.000,0.661,1.913,4.000,0.000
0x131000,A6:9000,4,0x1000,17.97,0.00,76.37,13.49,1.000,0.870,3.697,15.438,0.000
0x132000,A6:A000,2,0x1000,69.14,8.79,100.00,49.44,1.000,0.651,1.905,4.000,0.000
0x132000,A6:A000,4,0x1000,22.66,0.00,85.35,17.01,1.000,0.863,3.681,15.336,0.000
0x133000,A6:B000,2,0x1000,80.47,9.28,100.00,57.54,1.000,0.638,1.887,3.996,0.000
0x133000,A6:B000,4,0x1000,25.78,0.00,87.15,19.36,1.000,0.862,3.657,15.195,0.000
0x134000,A6:C000,2,0x1000,78.91,7.32,97.27,56.42,1.000,0.686,1.871,4.000,0.000
0x134000,A6:C000,4,0x1000,27.34,0.00,70.98,20.53,1.000,0.888,3.593,14.812,0.000
0x135000,A6:D000,2,0x1000,64.45,1.46,91.02,46.08,1.000,0.769,1.883,4.000,0.000
0x135000,A6:D000,4,0x1000,6.25,0.00,23.36,4.69,1.000,0.948,3.610,14.688,0.000
0x136000,A6:E000,2,0x1000,70.31,0.98,94.53,50.27,1.000,0.774,1.882,3.992,0.000
0x136000,A6:E000,4,0x1000,6.25,0.00,16.17,4.69,1.000,0.953,3.608,14.781,0.000
0x137000,A6:F000,2,0x1000,71.48,2.44,94.14,51.11,1.000,0.766,1.874,4.000,0.000
0x137000,A6:F000,4,0x1000,8.59,0.00,21.56,6.45,1.000,0.947,3.585,14.594,0.000
0x138000,A7:8000,2,0x1000,58.98,1.46,89.84,42.17,1.000,0.773,1.877,3.996,0.000
0x138000,A7:8000,4,0x1000,8.59,0.00,20.66,6.45,1.000,0.948,3.591,14.609,0.000
0x139000,A7:9000,2,0x1000,69.92,4.39,92.19,49.99,1.000,0.761,1.842,3.988,0.000
0x139000,A7:9000,4,0x1000,16.41,0.00,26.95,12.32,1.000,0.942,3.491,14.078,0.000
0x13A000,A7:A000,2,0x1000,71.88,2.93,92.58,51.70,1.000,0.782,1.864,3.996,0.004
0x13A000,A7:A000,4,0x1000,7.81,0.00,14.37,5.87,1.000,0.954,3.531,14.344,0.000
0x13B000,A7:B000,2,0x1000,67.58,1.95,90.23,48.32,1.000,0.787,1.847,3.996,0.000
0x13B000,A7:B000,4,0x1000,9.38,0.00,13.48,7.04,1.000,0.960,3.486,14.094,0.000
0x13C000,A7:C000,2,0x1000,70.70,3.91,85.55,50.55,1.000,0.774,1.822,3.980,0.000
0x13C000,A7:C000,4,0x1000,12.50,0.00,18.87,9.38,1.000,0.951,3.457,14.016,0.000
0x13D000,A7:D000,2,0x1000,76.17,10.25,92.97,54.46,1.000,0.718,1.840,3.992,0.000
0x13D000,A7:D000,4,0x1000,19.53,0.00,25.16,14.66,1.000,0.938,3.494,14.297,0.000
0x13E000,A7:E000,2,0x1000,74.61,14.16,97.27,53.35,1.000,0.698,1.851,3.996,0.000
0x13E000,A7:E000,4,0x1000,25.00,0.00,38.63,18.77,1.000,0.914,3.521,14.500,0.000
0x13F000,A7:F000,2,0x1000,76.17,6.84,96.48,54.46,1.000,0.732,1.856,4.000,0.000
0x13F000,A7:F000,4,0x1000,14.84,0.00,27.85,11.14,1.000,0.937,3.543,14.602,0.000
0x140000,A8:8000,2,0x1000,73.83,10.25,95.70,52.79,1.000,0.710,1.855,4.000,0.000
0x140000,A8:8000,4,0x1000,22.66,0.00,44.92,17.01,1.000,0.915,3.548,14.539,0.000
0x141000,A8:9000,2,0x1000,78.12,12.70,97.66,55.86,1.000,0.686,1.853,3.992,0.000
0x141000,A8:9000,4,0x1000,35.16,0.00,54.80,26.39,1.000,0.905,3.525,14.406,0.000
0x142000,A8:A000,2,0x1000,68.75,5.86,93.75,49.16,1.000,0.729,1.857,3.996,0.000
0x142000,A8:A000,4,0x1000,25.00,0.00,41.33,18.77,1.000,0.920,3.506,14.242,0.000
0x143000,A8:B000,2,0x1000,67.97,4.88,94.92,48.60,1.000,0.746,1.868,3.996,0.000
0x143000,A8:B000,4,0x1000,15.62,0.00,29.65,11.73,1.000,0.940,3.553,14.492,0.000
0x144000,A8:C000,2,0x1000,74.22,6.35,97.27,53.07,1.000,0.721,1.860,3.992,0.000
0x144000,A8:C000,4,0x1000,21.09,0.00,38.63,15.84,1.000,0.927,3.504,14.250,0.000
0x145000,A8:D000,2,0x1000,69.53,6.84,93.36,49.71,1.000,0.746,1.874,4.000,0.000
0x145000,A8:D000,4,0x1000,14.06,0.00,28.75,10.56,1.000,0.936,3.565,14.688,0.000
0x146000,A8:E000,2,0x1000,70.70,2.93,92.97,50.55,1.000,0.778,1.868,3.996,0.000
0x146000,A8:E000,4,0x1000,7.81,0.00,17.97,5.87,1.000,0.954,3.551,14.516,0.000
0x147000,A8:F000,2,0x1000,68.75,3.91,83.98,49.16,1.000,0.798,1.822,3.988,0.000
0x147000,A8:F000,4,0x1000,8.59,0.00,15.27,6.45,1.000,0.955,3.438,13.938,0.000
0x148000,A9:8000,2,0x1000,66.80,0.00,87.50,47.76,1.000,0.800,1.853,3.992,0.000
0x148000,A9:8000,4,0x1000,2.34,0.00,8.98,1.76,1.000,0.963,3.511,14.188,0.000
0x149000,A9:9000,2,0x1000,67.58,0.00,96.48,48.32,1.000,0.760,1.888,4.000,0.000
0x149000,A9:9000,4,0x1000,8.59,0.00,17.07,6.45,1.000,0.952,3.566,14.586,0.000
0x14A000,A9:A000,2,0x1000,68.75,2.44,91.02,49.16,1.000,0.791,1.863,3.992,0.000
0x14A000,A9:A000,4,0x1000,6.25,0.00,11.68,4.69,1.000,0.963,3.515,14.234,0.000
0x14B000,A9:B000,2,0x1000,73.05,2.93,91.41,52.23,1.000,0.775,1.852,3.996,0.000
0x14B000,A9:B000,4,0x1000,5.47,0.00,10.78,4.11,1.000,0.956,3.522,14.500,0.000
0x14C000,A9:C000,2,0x1000,75.00,3.42,95.70,53.63,1.000,0.771,1.862,4.000,0.000
0x14C000,A9:C000,4,0x1000,9.38,0.00,18.87,7.04,1.000,0.948,3.548,14.508,0.000
0x14D000,A9:D000,2,0x1000,64.45,2.44,93.36,46.08,1.000,0.763,1.891,3.996,0.000
0x14D000,A9:D000,4,0x1000,5.47,0.00,24.26,4.11,1.000,0.944,3.636,14.961,0.000
0x14E000,A9:E000,2,0x1000,72.27,2.44,97.27,51.67,1.000,0.738,1.891,4.000,0.000
0x14E000,A9:E000,4,0x1000,11.72,0.00,33.24,8.80,1.000,0.932,3.636,14.984,0.000
0x14F000,A9:F000,2,0x1000,71.09,6.35,97.27,50.83,1.000,0.728,1.872,3.996,0.000
0x14F000,A9:F000,4,0x1000,19.53,0.00,39.53,14.66,1.000,0.921,3.555,14.352,0.000
0x150000,AA:8000,2,0x1000,72.27,10.25,88.28,51.67,1.000,0.742,1.798,3.977,0.000
0x150000,AA:8000,4,0x1000,28.12,0.00,45.82,21.11,1.000,0.914,3.406,13.875,0.000
0x151000,AA:9000,2,0x1000,77.34,7.81,95.31,55.30,1.000,0.729,1.844,3.996,0.000
0x151000,AA:9000,4,0x1000,16.41,0.00,28.75,12.32,1.000,0.935,3.511,14.266,0.000
0x152000,AA:A000,2,0x1000,80.47,6.84,98.44,57.54,1.000,0.717,1.836,3.996,0.000
0x152000,AA:A000,4,0x1000,21.88,0.00,35.94,16.42,1.000,0.924,3.477,14.125,0.000
0x153000,AA:B000,2,0x1000,66.02,2.93,96.88,47.20,1.000,0.744,1.895,4.000,0.000
0x153000,AA:B000,4,0x1000,10.94,0.00,26.05,8.21,1.000,0.939,3.626,14.875,0.000
0x154000,AA:C000,2,0x1000,18.75,0.49,31.25,18.75,0.324,0.916,0.612,1.969,0.672
0x154000,AA:C000,4,0x1000,2.34,0.00,12.58,2.46,0.328,0.977,1.175,5.531,0.664
0x155000,AA:D000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x155000,AA:D000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x156000,AA:E000,2,0x1000,72.27,22.46,98.05,51.67,1.000,0.660,1.838,3.996,0.000
0x156000,AA:E000,4,0x1000,39.84,0.00,61.99,29.91,1.000,0.879,3.526,14.570,0.000
0x157000,AA:F000,2,0x1000,73.44,18.07,100.00,52.51,1.000,0.645,1.851,3.992,0.000
0x157000,AA:F000,4,0x1000,39.84,0.78,74.57,29.91,1.000,0.871,3.565,14.594,0.000
0x158000,AB:8000,2,0x1000,68.75,14.16,94.92,49.16,1.000,0.685,1.853,3.996,0.000
0x158000,AB:8000,4,0x1000,28.91,0.00,57.50,21.70,1.000,0.895,3.562,14.680,0.000
0x159000,AB:9000,2,0x1000,82.42,25.39,98.44,58.93,1.000,0.645,1.818,3.996,0.000
0x159000,AB:9000,4,0x1000,42.19,0.00,71.88,31.67,1.000,0.865,3.482,14.258,0.000
0x15A000,AB:A000,2,0x1000,78.91,21.48,96.48,56.42,1.000,0.655,1.809,3.996,0.000
0x15A000,AB:A000,4,0x1000,42.19,0.00,61.09,31.67,1.000,0.873,3.460,14.297,0.000
0x15B000,AB:B000,2,0x1000,83.20,25.88,98.83,59.49,1.000,0.640,1.831,4.000,0.000
0x15B000,AB:B000,4,0x1000,42.19,0.00,70.08,31.67,1.000,0.863,3.507,14.508,0.000
0x15C000,AB:C000,2,0x1000,71.88,8.79,96.48,51.39,1.000,0.693,1.877,4.000,0.000
0x15C000,AB:C000,4,0x1000,21.88,0.00,55.70,16.42,1.000,0.906,3.607,14.883,0.000
0x15D000,AB:D000,2,0x1000,73.44,15.62,98.44,52.51,1.000,0.683,1.858,4.000,0.000
0x15D000,AB:D000,4,0x1000,27.34,0.00,54.80,20.53,1.000,0.896,3.552,14.672,0.000
0x15E000,AB:E000,2,0x1000,71.88,11.72,96.88,51.39,1.000,0.689,1.853,3.992,0.000
0x15E000,AB:E000,4,0x1000,29.69,0.00,52.11,22.29,1.000,0.901,3.561,14.609,0.000
0x15F000,AB:F000,2,0x1000,77.73,16.11,98.44,55.58,1.000,0.666,1.853,4.000,0.000
0x15F000,AB:F000,4,0x1000,35.16,0.00,66.48,26.39,1.000,0.880,3.547,14.617,0.000
0x160000,AC:8000,2,0x1000,80.47,31.25,96.48,57.54,1.000,0.634,1.791,3.996,0.000
0x160000,AC:8000,4,0x1000,52.34,0.00,70.08,39.30,1.000,0.856,3.409,13.992,0.000
0x161000,AC:9000,2,0x1000,73.83,26.37,93.75,52.79,1.000,0.641,1.800,4.000,0.000
0x161000,AC:9000,4,0x1000,49.22,0.00,69.18,36.95,1.000,0.865,3.411,13.945,0.000
0x162000,AC:A000,2,0x1000,73.83,17.58,96.48,52.79,1.000,0.673,1.815,3.992,0.000
0x162000,AC:A000,4,0x1000,32.81,0.00,52.11,24.63,1.000,0.881,3.472,14.227,0.000
0x163000,AC:B000,2,0x1000,73.05,21.48,95.31,52.23,1.000,0.679,1.820,3.996,0.000
0x163000,AC:B000,4,0x1000,37.50,0.00,53.91,28.15,1.000,0.881,3.480,14.312,0.000
0x164000,AC:C000,2,0x1000,69.53,11.72,94.53,49.71,1.000,0.691,1.860,3.988,0.000
0x164000,AC:C000,4,0x1000,26.56,0.00,47.62,19.94,1.000,0.904,3.565,14.586,0.000
0x165000,AC:D000,2,0x1000,75.39,10.74,96.88,53.90,1.000,0.674,1.862,3.992,0.000
0x165000,AC:D000,4,0x1000,30.47,0.00,61.09,22.87,1.000,0.897,3.584,14.766,0.000
0x166000,AC:E000,2,0x1000,82.42,25.88,97.27,58.93,1.000,0.654,1.806,3.996,0.000
0x166000,AC:E000,4,0x1000,43.75,0.00,63.79,32.85,1.000,0.865,3.431,14.133,0.000
0x167000,AC:F000,2,0x1000,77.73,21.00,98.05,55.58,1.000,0.660,1.836,3.996,0.000
0x167000,AC:F000,4,0x1000,39.06,0.00,56.60,29.33,1.000,0.889,3.502,14.430,0.000
0x168000,AD:8000,2,0x1000,81.25,39.06,98.44,58.09,1.000,0.619,1.777,3.988,0.000
0x168000,AD:8000,4,0x1000,58.59,0.00,78.16,43.99,1.000,0.835,3.383,14.023,0.000
0x169000,AD:9000,2,0x1000,75.00,11.72,96.48,53.63,1.000,0.688,1.842,4.000,0.000
0x169000,AD:9000,4,0x1000,28.91,0.00,54.80,21.70,1.000,0.899,3.517,14.469,0.000
0x16A000,AD:A000,2,0x1000,76.56,23.44,97.27,54.74,1.000,0.635,1.816,3.988,0.000
0x16A000,AD:A000,4,0x1000,46.88,0.00,71.88,35.19,1.000,0.853,3.463,14.281,0.000
0x16B000,AD:B000,2,0x1000,76.17,19.04,95.31,54.46,1.000,0.670,1.835,3.996,0.000
0x16B000,AD:B000,4,0x1000,32.03,0.00,59.30,24.05,1.000,0.887,3.509,14.445,0.000
0x16C000,AD:C000,2,0x1000,77.73,25.39,94.14,55.91,1.000,0.666,1.785,3.992,0.004
0x16C000,AD:C000,4,0x1000,37.50,0.00,53.01,28.15,1.000,0.872,3.380,13.969,0.000
0x16D000,AD:D000,2,0x1000,76.95,16.60,95.70,55.02,1.000,0.682,1.815,3.992,0.000
0x16D000,AD:D000,4,0x1000,37.50,0.00,52.11,28.15,1.000,0.882,3.441,14.172,0.000
0x16E000,AD:E000,2,0x1000,82.81,48.83,94.14,59.21,1.000,0.597,1.736,3.988,0.000
0x16E000,AD:E000,4,0x1000,55.47,0.00,69.18,41.64,1.000,0.812,3.276,13.484,0.000
0x16F000,AD:F000,2,0x1000,85.16,27.34,96.88,60.89,1.000,0.625,1.781,3.996,0.000
0x16F000,AD:F000,4,0x1000,45.31,0.00,67.38,34.02,1.000,0.854,3.413,14.258,0.000
0x170000,AE:8000,2,0x1000,83.20,24.90,97.66,59.49,1.000,0.666,1.816,3.992,0.000
0x170000,AE:8000,4,0x1000,44.53,0.00,61.99,33.43,1.000,0.879,3.446,14.031,0.000
0x171000,AE:9000,2,0x1000,56.25,18.07,71.09,56.90,0.727,0.754,1.326,3.176,0.270
0x171000,AE:9000,4,0x1000,30.47,0.00,43.12,32.22,0.727,0.906,2.519,10.586,0.266
0x172000,AE:A000,2,0x1000,76.95,12.70,100.00,55.02,1.000,0.656,1.877,3.996,0.000
0x172000,AE:A000,4,0x1000,28.91,0.00,72.77,21.70,1.000,0.879,3.611,14.945,0.000
0x173000,AE:B000,2,0x1000,74.61,3.42,94.53,53.35,1.000,0.743,1.877,3.996,0.000
0x173000,AE:B000,4,0x1000,11.72,0.00,34.14,8.80,1.000,0.934,3.610,14.820,0.000
0x174000,AE:C000,2,0x1000,69.14,7.32,87.50,49.44,1.000,0.755,1.845,3.996,0.000
0x174000,AE:C000,4,0x1000,19.53,0.00,35.04,14.66,1.000,0.936,3.500,14.188,0.000
0x175000,AE:D000,2,0x1000,71.09,6.35,92.97,50.83,1.000,0.729,1.866,3.996,0.000
0x175000,AE:D000,4,0x1000,24.22,0.00,47.62,18.18,1.000,0.917,3.533,14.281,0.000
0x176000,AE:E000,2,0x1000,60.16,3.91,91.41,43.01,1.000,0.763,1.875,3.996,0.000
0x176000,AE:E000,4,0x1000,7.03,0.00,25.16,5.28,1.000,0.941,3.593,14.828,0.000
0x177000,AE:F000,2,0x1000,67.19,4.39,96.48,48.04,1.000,0.728,1.894,4.000,0.000
0x177000,AE:F000,4,0x1000,14.84,0.00,47.62,11.14,1.000,0.921,3.640,14.961,0.000
0x178000,AF:8000,2,0x1000,68.36,6.35,97.66,48.88,1.000,0.714,1.888,3.996,0.000
0x178000,AF:8000,4,0x1000,15.62,0.00,43.12,11.73,1.000,0.917,3.642,14.922,0.000
0x179000,AF:9000,2,0x1000,64.45,2.44,89.45,46.08,1.000,0.773,1.869,4.000,0.000
0x179000,AF:9000,4,0x1000,9.38,0.00,19.77,7.04,1.000,0.952,3.571,14.547,0.000
0x17A000,AF:A000,2,0x1000,69.92,6.35,84.38,49.99,1.000,0.800,1.840,4.000,0.000
0x17A000,AF:A000,4,0x1000,9.38,0.00,14.37,7.04,1.000,0.954,3.494,14.125,0.000
0x17B000,AF:B000,2,0x1000,67.58,6.84,98.83,48.32,1.000,0.729,1.893,4.000,0.000
0x17B000,AF:B000,4,0x1000,16.41,0.00,36.84,12.32,1.000,0.923,3.618,14.891,0.000
0x17C000,AF:C000,2,0x1000,60.94,7.32,79.69,53.26,0.852,0.765,1.587,3.551,0.145
0x17C000,AF:C000,4,0x1000,17.97,0.00,34.14,16.41,0.852,0.930,3.047,12.609,0.141
0x17D000,AF:D000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x17D000,AF:D000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
