tile,tile_hex,count,palette,hflip,vflip,priority,vram_offset_if_charbase_8000_4bpp
852,0x354,1,3,1,1,1,0xEA80
853,0x355,1,3,1,1,1,0xEAA0
586,0x24A,1,3,1,1,1,0xC940
788,0x314,1,3,1,1,1,0xE280
792,0x318,1,4,0,0,1,0xE300
537,0x219,1,3,1,1,1,0xC320
565,0x235,1,3,1,0,1,0xC6A0
561,0x231,1,3,1,0,1,0xC620
2,0x002,1,3,0,1,1,0x8040
3,0x003,1,3,0,1,1,0x8060
553,0x229,1,3,1,0,1,0xC520
304,0x130,1,3,1,0,1,0xA600
52,0x034,1,3,1,0,1,0x8680
601,0x259,1,3,1,1,1,0xCB20
108,0x06C,1,3,1,0,1,0x8D80
603,0x25B,1,3,1,0,1,0xCB60
42,0x02A,1,3,0,1,1,0x8540
580,0x244,1,3,1,1,1,0xC880
69,0x045,1,3,1,0,1,0x88A0
346,0x15A,1,3,1,0,1,0xAB40
616,0x268,1,3,1,0,0,0xCD00
361,0x169,1,3,0,0,0,0xAD20
382,0x17E,1,2,1,1,0,0xAFC0
383,0x17F,1,2,1,1,0,0xAFE0
362,0x16A,1,2,1,1,0,0xAD40
363,0x16B,1,2,1,1,0,0xAD60
616,0x268,1,2,1,1,0,0xCD00
617,0x269,1,2,1,1,0,0xCD20
636,0x27C,1,3,1,0,0,0xCF80
638,0x27E,1,3,0,0,0,0xCFC0
596,0x254,1,3,0,0,0,0xCA80
597,0x255,1,3,0,0,0,0xCAA0
342,0x156,1,2,1,1,0,0xAAC0
599,0x257,1,3,1,0,0,0xCAE0
638,0x27E,1,4,0,1,0,0xCFC0
639,0x27F,1,4,0,1,0,0xCFE0
618,0x26A,1,4,0,1,0,0xCD40
619,0x26B,1,3,0,0,0,0xCD60
516,0x204,1,2,1,1,0,0xC080
523,0x20B,1,3,1,0,0,0xC160
809,0x329,1,4,0,0,0,0xE520
588,0x24C,1,3,1,1,0,0xC980
845,0x34D,1,3,1,1,0,0xE9A0
846,0x34E,1,3,1,1,0,0xE9C0
346,0x15A,1,2,1,0,0,0xAB40
779,0x30B,1,4,0,0,0,0xE160
863,0x35F,1,4,0,0,1,0xEBE0
872,0x368,1,4,0,0,1,0xED00
873,0x369,1,4,0,0,1,0xED20
380,0x17C,1,3,0,1,1,0xAF80
639,0x27F,1,3,0,1,1,0xCFE0
362,0x16A,1,3,0,1,1,0xAD40
363,0x16B,1,3,0,1,1,0xAD60
523,0x20B,1,3,0,1,1,0xC160
283,0x11B,1,3,0,1,0,0xA360
291,0x123,1,3,0,1,0,0xA460
878,0x36E,1,3,1,1,0,0xEDC0
602,0x25A,1,3,1,1,0,0xCB40
603,0x25B,1,3,1,1,0,0xCB60
537,0x219,1,3,1,1,0,0xC320
872,0x368,1,3,0,1,1,0xED00
873,0x369,1,3,0,1,1,0xED20
636,0x27C,1,3,1,1,1,0xCF80
894,0x37E,1,4,0,0,1,0xEFC0
895,0x37F,1,4,0,0,1,0xEFE0
874,0x36A,1,4,0,0,1,0xED40
875,0x36B,1,4,0,0,1,0xED60
779,0x30B,1,3,0,1,1,0xE160
513,0x201,1,3,0,1,1,0xC020
290,0x122,1,5,0,0,0,0xA440
588,0x24C,1,5,0,0,0,0xC980
333,0x14D,1,5,0,0,0,0xA9A0
590,0x24E,1,5,0,0,0,0xC9C0
335,0x14F,1,5,0,0,0,0xA9E0
779,0x30B,1,5,0,0,0,0xE160
769,0x301,1,5,0,0,0,0xE020
513,0x201,1,3,0,1,0,0xC020
539,0x21B,1,3,0,1,0,0xC360
562,0x232,1,3,1,1,1,0xC640
92,0x05C,1,3,1,1,1,0x8B80
93,0x05D,1,3,1,1,1,0x8BA0
606,0x25E,1,3,1,1,1,0xCBC0
570,0x23A,1,3,0,1,1,0xC740
267,0x10B,1,3,0,1,1,0xA160
795,0x31B,1,3,1,1,1,0xE360
803,0x323,1,3,1,1,1,0xE460
856,0x358,1,3,1,1,0,0xEB00
857,0x359,1,3,1,1,0,0xEB20
620,0x26C,1,2,1,1,1,0xCD80
621,0x26D,1,3,0,0,1,0xCDA0
622,0x26E,1,3,0,0,1,0xCDC0
367,0x16F,1,4,1,1,0,0xADE0
324,0x144,1,4,1,1,0,0xA880
837,0x345,1,4,1,1,0,0xE8A0
517,0x205,1,3,0,0,1,0xC0A0
298,0x12A,1,2,1,1,1,0xA540
554,0x22A,1,3,0,0,1,0xC540
539,0x21B,1,3,1,0,0,0xC360
563,0x233,1,2,1,1,0,0xC660
562,0x232,1,3,1,0,0,0xC640
360,0x168,1,3,0,0,0,0xAD00
124,0x07C,1,5,0,1,0,0x8F80
125,0x07D,1,5,0,1,0,0x8FA0
126,0x07E,1,5,0,1,0,0x8FC0
84,0x054,1,5,0,1,0,0x8A80
597,0x255,1,3,1,0,0,0xCAA0
349,0x15D,1,3,0,0,0,0xABA0
74,0x04A,1,5,0,1,0,0x8940
276,0x114,1,3,0,0,0,0xA280
260,0x104,1,3,0,0,0,0xA080
871,0x367,1,3,1,1,0,0xECE0
825,0x339,1,3,1,1,0,0xE720
57,0x039,1,4,1,0,0,0x8720
600,0x258,1,4,0,1,0,0xCB00
345,0x159,1,4,1,1,0,0xAB20
602,0x25A,1,4,0,1,0,0xCB40
603,0x25B,1,4,0,1,0,0xCB60
517,0x205,1,4,0,1,0,0xC0A0
516,0x204,1,4,0,1,0,0xC080
513,0x201,1,4,0,1,0,0xC020
563,0x233,1,4,0,1,0,0xC660
360,0x168,1,5,1,0,0,0xAD00
361,0x169,1,4,0,0,0,0xAD20
380,0x17C,1,5,1,0,0,0xAF80
381,0x17D,1,5,1,0,0,0xAFA0
894,0x37E,1,5,1,0,0,0xEFC0
639,0x27F,1,5,1,0,0,0xCFE0
618,0x26A,1,5,1,0,0,0xCD40
363,0x16B,1,5,1,0,0,0xAD60
469,0x1D5,1,5,1,0,0,0xBAA0
982,0x3D6,1,5,1,0,0,0xFAC0
725,0x2D5,1,5,1,0,0,0xDAA0
470,0x1D6,1,5,1,0,0,0xBAC0
267,0x10B,1,5,1,0,0,0xA160
769,0x301,1,5,1,0,0,0xE020
769,0x301,1,3,1,1,0,0xE020
795,0x31B,1,3,1,1,0,0xE360
553,0x229,1,3,1,1,1,0xC520
304,0x130,1,3,0,1,1,0xA600
615,0x267,1,3,1,1,1,0xCCE0
569,0x239,1,3,1,1,1,0xC720
871,0x367,1,4,0,0,1,0xECE0
615,0x267,1,3,0,1,1,0xCCE0
264,0x108,1,3,0,1,1,0xA100
265,0x109,1,3,0,1,1,0xA120
281,0x119,1,3,0,1,1,0xA320
794,0x31A,1,4,0,0,1,0xE340
563,0x233,1,3,1,1,1,0xC660
280,0x118,1,3,0,1,1,0xA300
25,0x019,1,3,1,1,1,0x8320
565,0x235,1,3,0,1,1,0xC6A0
771,0x303,1,4,0,0,1,0xE060
615,0x267,1,3,1,1,0,0xCCE0
569,0x239,1,3,1,1,0,0xC720
517,0x205,1,3,1,1,1,0xC0A0
817,0x331,1,3,0,1,1,0xE620
560,0x230,1,3,1,1,1,0xC600
564,0x234,1,3,1,1,1,0xC680
779,0x30B,1,4,0,0,1,0xE160
795,0x31B,1,3,0,1,1,0xE360
562,0x232,1,3,1,1,0,0xC640
328,0x148,1,4,0,0,0,0xA900
631,0x277,1,5,1,0,0,0xCEE0
375,0x177,1,4,0,0,0,0xAEE0
532,0x214,1,5,1,0,0,0xC280
280,0x118,1,5,1,0,0,0xA300
793,0x319,1,5,1,0,0,0xE320
281,0x119,1,5,1,0,0,0xA320
560,0x230,1,2,1,1,0,0xC600
564,0x234,1,2,1,1,0,0xC680
569,0x239,1,2,1,1,0,0xC720
261,0x105,1,2,1,1,0,0xA0A0
309,0x135,1,2,1,1,0,0xA6A0
305,0x131,1,2,1,1,0,0xA620
293,0x125,1,2,1,1,0,0xA4A0
553,0x229,1,2,1,0,0,0xC520
560,0x230,1,2,1,0,0,0xC600
359,0x167,1,4,1,0,0,0xACE0
569,0x239,1,4,1,0,0,0xC720
553,0x229,1,3,1,1,0,0xC520
816,0x330,1,4,0,0,0,0xE600
49,0x031,1,3,1,1,0,0x8620
560,0x230,1,3,1,1,0,0xC600
817,0x331,1,4,0,0,0,0xE620
825,0x339,1,4,0,0,0,0xE720
871,0x367,1,4,0,0,0,0xECE0
35,0x023,1,3,1,1,0,0x8460
809,0x329,1,3,0,1,0,0xE520
564,0x234,1,3,0,1,0,0xC680
803,0x323,1,3,0,1,0,0xE460
530,0x212,1,5,0,1,0,0xC240
531,0x213,1,5,0,1,0,0xC260
274,0x112,1,5,0,1,0,0xA240
770,0x302,1,5,0,1,0,0xE040
771,0x303,1,5,0,1,0,0xE060
